scenario_id,fault_type,rows,fault_start_time_h,requested_severity,profile,ramp_duration_h,requested_noise_scale,realized_battery_voltage_noise_std_v,realized_battery_voltage_noise_scale,pre_fault_samples,active_fault_samples,pre_fault_missing_cells,active_fault_missing_cells,mean_active_battery_voltage_residual_v,internal_fault_name,output_file
91,battery_voltage_sensor_drift,361,1.7671242122839783,0.4507477496754406,gradual,0.2034401526003882,1.0465138543203425,0.026827178249669605,0.8942392749889868,107,254,0,0,0.2170411376376168,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0091_battery_voltage_sensor_drift.csv
92,battery_voltage_sensor_drift,361,2.8420226208053005,0.3169771551324382,gradual,0.4600704982671069,1.370105985628116,0.042780157275317664,1.426005242510589,171,190,0,0,0.14912505971621579,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0092_battery_voltage_sensor_drift.csv
93,battery_voltage_sensor_drift,361,3.155245246436821,0.7309280582601319,abrupt,0.0,1.3798993306988288,0.04079997062920382,1.3599990209734607,190,171,0,0,0.3605162860767735,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0093_battery_voltage_sensor_drift.csv
94,battery_voltage_sensor_drift,361,2.2988860040006944,0.3066098726514919,gradual,0.2601555410428873,1.467631624612877,0.0494335478803512,1.6477849293450402,138,223,0,0,0.1456809833318187,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0094_battery_voltage_sensor_drift.csv
95,battery_voltage_sensor_drift,361,1.5259932232840856,0.4979576866017859,gradual,0.3060119381192647,1.1978263712410353,0.03836240754831068,1.2787469182770228,92,269,0,0,0.24028773430208916,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0095_battery_voltage_sensor_drift.csv
96,battery_voltage_sensor_drift,361,3.0150731290696777,0.6191568450416163,gradual,0.83462693227156,1.1871449590459844,0.036916310105212964,1.2305436701737655,181,180,0,0,0.27014110396118,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0096_battery_voltage_sensor_drift.csv
97,battery_voltage_sensor_drift,361,2.1999283755200976,0.2644570118779754,abrupt,0.0,1.403405680866308,0.041411943069141595,1.3803981023047198,132,229,0,0,0.1345981107036928,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0097_battery_voltage_sensor_drift.csv
98,battery_voltage_sensor_drift,361,3.2880613396795724,0.38365180580171,abrupt,0.0,0.9674981123127252,0.03131356165609516,1.0437853885365054,198,163,0,0,0.19007129808350437,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0098_battery_voltage_sensor_drift.csv
99,battery_voltage_sensor_drift,361,2.2693011506258003,0.2622080645196203,gradual,0.8383543262870925,1.0603649147464758,0.029693296946402253,0.9897765648800751,137,224,0,0,0.1157033091680429,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0099_battery_voltage_sensor_drift.csv
100,battery_voltage_sensor_drift,361,3.497545900350425,0.3291917162891369,gradual,0.9902050286055925,1.121793325122597,0.03361649596796775,1.120549865598925,210,151,0,0,0.13175328483635737,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0100_battery_voltage_sensor_drift.csv
101,telemetry_dropout,361,2.682838613317584,0.5280238495549836,abrupt,0.0,1.2871016432366829,0.04172488579774102,1.3908295265913675,161,200,0,1600,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0101_telemetry_dropout.csv
102,telemetry_dropout,361,3.353152765729301,0.5520012503111457,gradual,0.740408242856311,1.4584628282656662,0.03815775012390966,1.271925004130322,202,159,0,1272,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0102_telemetry_dropout.csv
103,telemetry_dropout,361,3.4562717189067795,0.3697730757239587,gradual,0.7842312730995435,1.4038778381795805,0.043353425691823065,1.4451141897274355,208,153,0,1224,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0103_telemetry_dropout.csv
104,telemetry_dropout,361,3.4524934052820866,0.6521106241478114,abrupt,0.0,1.1550906091451716,0.03638411548850164,1.2128038496167213,208,153,0,1224,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0104_telemetry_dropout.csv
105,telemetry_dropout,361,1.723066835098181,0.6347526790163724,gradual,0.6626297092855489,1.3854219255149327,0.0459020696619151,1.5300689887305035,104,257,0,2056,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0105_telemetry_dropout.csv
106,telemetry_dropout,361,1.683430709609744,0.6572834516737502,gradual,0.3510245174460393,1.0103844592749245,0.028928448489810923,0.9642816163270308,102,259,0,2072,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0106_telemetry_dropout.csv
107,telemetry_dropout,361,2.5183881665507872,0.7153074678618823,gradual,0.2816817306050455,1.0816158419532391,0.034553314619285264,1.1517771539761754,152,209,0,1672,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0107_telemetry_dropout.csv
108,telemetry_dropout,361,2.7047274597321675,0.7130971266801129,gradual,0.3784287084550158,1.1271394280278475,0.03530335600358729,1.1767785334529097,163,198,0,1584,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0108_telemetry_dropout.csv
109,telemetry_dropout,361,2.530309681536255,0.7364467497279013,gradual,0.3879916959625764,1.3116434776725452,0.03836532545893637,1.2788441819645455,152,209,0,1672,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0109_telemetry_dropout.csv
110,telemetry_dropout,361,2.4687013163771,0.7859518909003971,gradual,0.7374791640884226,1.4504162464124226,0.04541735984459045,1.5139119948196818,149,212,0,1696,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0110_telemetry_dropout.csv
111,telemetry_dropout,361,2.932589628775367,0.7728634253690692,gradual,0.6699319238812685,0.9631698198986984,0.03239577943471288,1.0798593144904294,176,185,0,1480,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0111_telemetry_dropout.csv
112,telemetry_dropout,361,2.5630047294660394,0.235433791386974,abrupt,0.0,1.2812769167739824,0.03804860214116422,1.2682867380388074,154,207,0,1656,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0112_telemetry_dropout.csv
113,telemetry_dropout,361,2.8580224901760145,0.2170058836006171,abrupt,0.0,1.2133682593913837,0.03788063019017563,1.2626876730058545,172,189,0,1512,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0113_telemetry_dropout.csv
114,telemetry_dropout,361,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,0.03429297872556844,1.1430992908522815,161,200,0,1600,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0114_telemetry_dropout.csv
115,telemetry_dropout,361,2.3987400443686164,0.5556975536396281,gradual,0.367543343470999,0.8717888971418776,0.021600713799214986,0.7200237933071663,144,217,0,1736,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0115_telemetry_dropout.csv
116,telemetry_dropout,361,3.0494660973658245,0.4294734197184069,gradual,0.2532474656520518,1.148667319873734,0.035623733449420665,1.1874577816473555,183,178,0,1424,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0116_telemetry_dropout.csv
117,telemetry_dropout,361,3.014472729604848,0.5042512611274654,gradual,0.8492127023716323,1.131827923679908,0.034924911561394476,1.1641637187131493,181,180,0,1440,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0117_telemetry_dropout.csv
118,telemetry_dropout,361,1.9772055433230649,0.5590734371513905,gradual,0.9257046792985149,0.8199417125321544,0.026703939840318786,0.8901313280106262,119,242,0,1936,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0118_telemetry_dropout.csv
119,telemetry_dropout,361,3.1114407934292974,0.6100938428685541,gradual,0.6870868840409237,1.0903294928387703,0.03279109471623381,1.093036490541127,187,174,0,1392,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0119_telemetry_dropout.csv
120,telemetry_dropout,361,2.06836894962348,0.2332509222505076,gradual,0.8498990995203983,1.3715093973630794,0.03472532515956572,1.1575108386521908,125,236,0,1888,,postprocessed_sensor_fault,C:\Users\B.PC\Documents\SENTINEL-XAI\data\monte_carlo\scenario_0120_telemetry_dropout.csv
